Leptoria_contig102 78841
Leptoria_contig103 77153
Leptoria_contig104 76618
Leptoria_contig105 75473
Leptoria_contig106 74761
Leptoria_contig107 73084
Leptoria_contig108 72013
Leptoria_contig109 70965
Leptoria_contig110 70458
Leptoria_contig111 69305
Leptoria_contig112 69139
Leptoria_contig113 68703
Leptoria_contig114 68040
Leptoria_contig115 67312
Leptoria_contig116 66704
Leptoria_contig117 65289
Leptoria_contig118 65052
Leptoria_contig119 64662
Leptoria_contig120 63801
Leptoria_contig121 63541
Leptoria_contig122 63201
Leptoria_contig123 62594
Leptoria_contig124 62206
Leptoria_contig125 62144
Leptoria_contig126 61967
Leptoria_contig127 61757
Leptoria_contig128 61677
Leptoria_contig129 61465
Leptoria_contig130 61441
Leptoria_contig131 60697
Leptoria_contig132 60425
Leptoria_contig133 60210
Leptoria_contig134 59815
Leptoria_contig135 59013
Leptoria_contig136 58466
Leptoria_contig137 58425
Leptoria_contig138 58353
Leptoria_contig139 58328
Leptoria_contig140 57320
Leptoria_contig141 57319
Leptoria_contig142 56831
Leptoria_contig143 56707
Leptoria_contig144 55864
Leptoria_contig145 55479
Leptoria_contig146 55449
Leptoria_contig147 55138
Leptoria_contig148 54804
Leptoria_contig149 54691
Leptoria_contig150 54526
Leptoria_contig151 54182
Leptoria_contig152 53964
Leptoria_contig153 53504
Leptoria_contig154 53070
Leptoria_contig155 53014
Leptoria_contig156 52849
Leptoria_contig157 52447
Leptoria_contig158 52259
Leptoria_contig159 52011
Leptoria_contig160 51294
Leptoria_contig161 51159
Leptoria_contig162 51097
Leptoria_contig163 51055
Leptoria_contig164 51035
Leptoria_contig165 50929
Leptoria_contig166 50267
Leptoria_contig167 50223
Leptoria_contig168 49925
Leptoria_contig169 49469
Leptoria_contig170 49066
Leptoria_contig171 49004
Leptoria_contig172 48927
Leptoria_contig173 48236
Leptoria_contig174 48076
Leptoria_contig175 47938
Leptoria_contig176 47641
Leptoria_contig177 46502
Leptoria_contig178 46357
Leptoria_contig179 46220
Leptoria_contig180 46033
Leptoria_contig181 45870
Leptoria_contig182 45561
Leptoria_contig183 45481
Leptoria_contig184 45422
Leptoria_contig185 45302
Leptoria_contig186 45155
Leptoria_contig187 45105
Leptoria_contig188 44976
Leptoria_contig189 44914
Leptoria_contig190 44301
Leptoria_contig191 44087
Leptoria_contig192 43910
Leptoria_contig193 43835
Leptoria_contig194 43792
Leptoria_contig195 43762
Leptoria_contig196 43761
Leptoria_contig197 43698
Leptoria_contig198 43660
Leptoria_contig199 43439
Leptoria_contig200 43037
Leptoria_contig201 43003
Leptoria_contig202 42709
Leptoria_contig203 42128
Leptoria_contig204 41795
Leptoria_contig205 41747
Leptoria_contig206 41475
Leptoria_contig207 41415
Leptoria_contig208 41229
Leptoria_contig209 40978
Leptoria_contig210 40907
Leptoria_contig211 40858
Leptoria_contig212 40826
Leptoria_contig213 40765
Leptoria_contig214 40633
Leptoria_contig215 40619
Leptoria_contig216 40494
Leptoria_contig217 40449
Leptoria_contig218 40343
Leptoria_contig219 40284
Leptoria_contig220 40283
Leptoria_contig221 40187
Leptoria_contig222 40186
Leptoria_contig223 39973
Leptoria_contig224 39916
Leptoria_contig225 39556
Leptoria_contig226 39258
Leptoria_contig227 38787
Leptoria_contig228 38782
Leptoria_contig229 38715
Leptoria_contig230 38670
Leptoria_contig231 38650
Leptoria_contig232 38601
Leptoria_contig233 38592
Leptoria_contig234 38163
Leptoria_contig235 38113
Leptoria_contig236 37949
Leptoria_contig237 37806
Leptoria_contig238 37611
Leptoria_contig239 37478
Leptoria_contig240 37437
Leptoria_contig241 37267
Leptoria_contig242 36897
Leptoria_contig243 35968
Leptoria_contig244 35914
Leptoria_contig245 35830
Leptoria_contig246 35787
Leptoria_contig247 35283
Leptoria_contig248 35248
Leptoria_contig249 35113
Leptoria_contig250 34938
Leptoria_contig251 34928
Leptoria_contig252 34765
Leptoria_contig253 34728
Leptoria_contig254 33903
Leptoria_contig255 33576
Leptoria_contig256 33540
Leptoria_contig257 33025
Leptoria_contig258 32731
Leptoria_contig259 32674
Leptoria_contig260 31863
Leptoria_contig261 31627
Leptoria_contig262 31259
Leptoria_contig263 31230
Leptoria_contig264 31198
Leptoria_contig265 31150
Leptoria_contig266 31111
Leptoria_contig267 30887
Leptoria_contig268 30304
Leptoria_contig269 30109
Leptoria_contig270 29946
Leptoria_contig271 29648
Leptoria_contig272 29579
Leptoria_contig273 29340
Leptoria_contig274 29021
Leptoria_contig275 28909
Leptoria_contig276 28069
Leptoria_contig277 28062
Leptoria_contig278 27948
Leptoria_contig279 27375
Leptoria_contig280 27373
Leptoria_contig281 27000
Leptoria_contig282 26992
Leptoria_contig283 26685
Leptoria_contig284 26266
Leptoria_contig285 26259
Leptoria_contig286 26158
Leptoria_contig287 25430
Leptoria_contig288 24864
Leptoria_contig289 24690
Leptoria_contig290 24237
Leptoria_contig291 24216
Leptoria_contig292 23018
Leptoria_contig293 21493
Leptoria_contig294 21265
Leptoria_contig295 20675
Leptoria_contig296 20654
Leptoria_contig297 20483
Leptoria_contig298 19808
Leptoria_contig299 18946
Leptoria_contig300 18688
Leptoria_contig301 18172
Leptoria_contig302 18080
Leptoria_contig303 15000
Leptoria_contig304 12215
Leptoria_contig305 7922
Leptoria_contig306 4809
Leptoria_contig307 3028
